date,company,model,monthly_sales,total_sales
Mar-23,Citroen,C3,1.1K,1.1K
Mar-23,Citroen,Ë C3,888.0,888.0
Mar-23,Citroen,C5 Aircross,52.0,52.0
Mar-23,Fiat,COMPASS,395.0,395.0
Mar-23,Fiat,Meridian,285.0,285.0
Mar-23,Honda,Amaze,4.0K,4.0K
Mar-23,Honda,City,2.7K,2.7K
Mar-23,Honda,WRV,3.0,3.0
Mar-23,Hyundai,Grand i10,9.3K,9.3K
Mar-23,Hyundai,i20 Elite,6.6K,6.6K
Mar-23,Hyundai,Xcent/Aura,3.8K,3.8K
Mar-23,Hyundai,Venue,10.0K,10.0K
Mar-23,Hyundai,Creta,14.0K,14.0K
Mar-23,Hyundai,Verna,3.8K,3.8K
Mar-23,Hyundai,ALCAZAR,2.5K,2.5K
Mar-23,Hyundai,Tucson,581.0,581.0
Mar-23,Hyundai,IONIQ 5,21.0,21.0
Mar-23,Kia,SELTOS,6.6K,6.6K
Mar-23,Kia,SONET,8.7K,8.7K
Mar-23,Kia,CARENS,6.1K,6.1K
Mar-23,Kia,CARNIVAL,168.0,168.0
Mar-23,Mahindra,XUV 700,5.1K,5.1K
Mar-23,Mahindra,Bolero,9.5K,9.5K
Mar-23,Mahindra,Thar,5.0K,5.0K
Mar-23,Mahindra,XUV 300,5.1K,5.1K
Mar-23,Mahindra,XUV 400,1.9K,1.9K
Mar-23,Mahindra,Marazzo,490.0,490.0
Mar-23,Mahindra,Scorpio,8.8K,8.8K
Mar-23,Maruti,Alto,9.1K,9.1K
Mar-23,Maruti,Eeco,12.0K,12.0K
Mar-23,Maruti,S Presso,2.4K,2.4K
Mar-23,Maruti,Wagon R,17.3K,17.3K
Mar-23,Maruti,IGNIS,2.8K,2.8K
Mar-23,Maruti,Ertiga,9.0K,9.0K
Mar-23,Maruti,XL6,1.8K,1.8K
Mar-23,Maruti,CELERIO,4.6K,4.6K
Mar-23,Maruti,Vitara Brezza,16.2K,16.2K
Mar-23,Maruti,Swift,17.6K,17.6K
Mar-23,Maruti,Baleno,16.2K,16.2K
Mar-23,Maruti,DZIRE,13.4K,13.4K
Mar-23,Maruti,Ciaz,300.0,300.0
Mar-23,Maruti,Grand Vitara,10.0K,10.0K
Mar-23,Morris Garage,Hector,4.1K,4.1K
Mar-23,Morris Garage,Gloster,247.0,247.0
Mar-23,Morris Garage,Astor,1.2K,1.2K
Mar-23,Morris Garage,ZS EV,548.0,548.0
Mar-23,Nissan,MAGNITE,3.3K,3.3K
Mar-23,Renault,KWID,1.3K,1.3K
Mar-23,Renault,KIGER,1.6K,1.6K
Mar-23,Renault,TRIBER,2.5K,2.5K
Mar-23,Skoda,Octavia,86.0,86.0
Mar-23,Skoda,KUSHAQ,2.3K,2.3K
Mar-23,Skoda,SLAVIA,1.6K,1.6K
Mar-23,Skoda,KODIAQ,416.0,416.0
Mar-23,Skoda,SUPERB,104.0,104.0
Mar-23,Tata,Tiago,7.4K,7.4K
Mar-23,Tata,PUNCH,10.9K,10.9K
Mar-23,Tata,ALTROZ,3.9K,3.9K
Mar-23,Tata,TIGOR,2.7K,2.7K
Mar-23,Tata,NEXON,14.8K,14.8K
Mar-23,Tata,SAFARI,1.9K,1.9K
Mar-23,Tata,HARRIER,2.6K,2.6K
Mar-23,Toyota,Innova + Hycross,8.1K,8.1K
Mar-23,Toyota,GLANZA,3.4K,3.4K
Mar-23,Toyota,Fortuner,3.1K,3.1K
Mar-23,Toyota,Camry,98.0,98.0
Mar-23,Toyota,HYRYDER,3.5K,3.5K
Mar-23,Toyota,HILUX,223.0,223.0
Mar-23,Toyota,VELLFIRE,239.0,239.0
Mar-23,Toyota,Landcruiser,88.0,88.0
Mar-23,Volkswagen,VIRTUS,1.8K,1.8K
Mar-23,Volkswagen,TAIGUN,2.0K,2.0K
Mar-23,Volkswagen,TIGUAN,132.0,132.0
Mar-23,Grand Total,Grand Total,3.4L,3.4L
