date,company,model,monthly_sales,total_sales
Jul-24,Citroen,C3,90.0,90.0
Jul-24,Citroen,Ë C3,177.0,177.0
Jul-24,Citroen,C3 Aircross,68.0,68.0
Jul-24,Fiat,COMPASS,213.0,213.0
Jul-24,Fiat,Meridian,63.0,63.0
Jul-24,Honda,Amaze,2.3K,2.3K
Jul-24,Honda,City,957.0,957.0
Jul-24,Honda,ELEVATE,1.3K,1.3K
Jul-24,Hyundai,Grand i10,4.9K,4.9K
Jul-24,Hyundai,i20 Elite,4.9K,4.9K
Jul-24,Hyundai,Xcent/Aura,4.8K,4.8K
Jul-24,Hyundai,EXTER,6.0K,6.0K
Jul-24,Hyundai,Venue,8.8K,8.8K
Jul-24,Hyundai,Creta,17.4K,17.4K
Jul-24,Hyundai,Verna,1.4K,1.4K
Jul-24,Hyundai,ALCAZAR,585.0,585.0
Jul-24,Hyundai,Tucson,129.0,129.0
Jul-24,Hyundai,IONIQ 5,36.0,36.0
Jul-24,Kia,SELTOS,5.3K,5.3K
Jul-24,Kia,SONET,9.5K,9.5K
Jul-24,Kia,CARENS,5.7K,5.7K
Jul-24,Kia,EV6,22.0,22.0
Jul-24,Mahindra,XUV 700,7.8K,7.8K
Jul-24,Mahindra,Bolero,6.9K,6.9K
Jul-24,Mahindra,Thar,4.4K,4.4K
Jul-24,Mahindra,XUV 300,10.0K,10.0K
Jul-24,Mahindra,XUV 400,288.0,288.0
Jul-24,Mahindra,Marazzo,14.0,14.0
Jul-24,Mahindra,Scorpio,12.2K,12.2K
Jul-24,Maruti,Alto,7.4K,7.4K
Jul-24,Maruti,Eeco,11.9K,11.9K
Jul-24,Maruti,S Presso,2.6K,2.6K
Jul-24,Maruti,Wagon R,16.2K,16.2K
Jul-24,Maruti,IGNIS,2.2K,2.2K
Jul-24,Maruti,Ertiga,15.7K,15.7K
Jul-24,Maruti,XL6,2.9K,2.9K
Jul-24,Maruti,CELERIO,2.5K,2.5K
Jul-24,Maruti,Vitara Brezza,14.7K,14.7K
Jul-24,Maruti,Swift,16.9K,16.9K
Jul-24,Maruti,Baleno,9.3K,9.3K
Jul-24,Maruti,FRONX,10.9K,10.9K
Jul-24,Maruti,JIMNY,2.4K,2.4K
Jul-24,Maruti,INVICTO,251.0,251.0
Jul-24,Maruti,DZIRE,11.6K,11.6K
Jul-24,Maruti,Ciaz,603.0,603.0
Jul-24,Maruti,Grand Vitara,9.4K,9.4K
Jul-24,Morris Garage,Hector,1.8K,1.8K
Jul-24,Morris Garage,Gloster,191.0,191.0
Jul-24,Morris Garage,Astor,929.0,929.0
Jul-24,Morris Garage,COMET,1.2K,1.2K
Jul-24,Morris Garage,ZS EV,472.0,472.0
Jul-24,Nissan,MAGNITE,2.0K,2.0K
Jul-24,Renault,KWID,565.0,565.0
Jul-24,Renault,KIGER,810.0,810.0
Jul-24,Renault,TRIBER,1.5K,1.5K
Jul-24,Skoda,KUSHAQ,1.1K,1.1K
Jul-24,Skoda,SLAVIA,793.0,793.0
Jul-24,Skoda,KODIAQ,240.0,240.0
Jul-24,Tata,Tiago,5.7K,5.7K
Jul-24,Tata,PUNCH,16.1K,16.1K
Jul-24,Tata,ALTROZ,3.4K,3.4K
Jul-24,Tata,TIGOR,1.5K,1.5K
Jul-24,Tata,NEXON,13.9K,13.9K
Jul-24,Tata,SAFARI,2.1K,2.1K
Jul-24,Tata,HARRIER,2.0K,2.0K
Jul-24,Toyota,Innova + Hycross,9.9K,9.9K
Jul-24,Toyota,Taisor,2.6K,2.6K
Jul-24,Toyota,GLANZA,4.8K,4.8K
Jul-24,Toyota,Fortuner,2.4K,2.4K
Jul-24,Toyota,Camry,126.0,126.0
Jul-24,Toyota,RUMION,1.9K,1.9K
Jul-24,Toyota,HYRYDER,7.4K,7.4K
Jul-24,Toyota,HILUX,178.0,178.0
Jul-24,Toyota,VELLFIRE,113.0,113.0
Jul-24,Volkswagen,VIRTUS,1.8K,1.8K
Jul-24,Volkswagen,TAIGUN,1.6K,1.6K
Jul-24,Volkswagen,TIGUAN,77.0,77.0
Jul-24,Grand Total,Grand Total,3.4L,3.4L
