date,company,model,monthly_sales,total_sales
Sep-21,Citroen,C5 Aircross,72.0,72.0
Sep-21,Fiat,COMPASS,1.3K,1.3K
Sep-21,Honda,Amaze,2.1K,2.1K
Sep-21,Honda,Jazz,667.0,667.0
Sep-21,Honda,City,3.3K,3.3K
Sep-21,Honda,WRV,687.0,687.0
Sep-21,Hyundai,Santro,1.8K,1.8K
Sep-21,Hyundai,Grand i10,4.2K,4.2K
Sep-21,Hyundai,i20 Elite,5.2K,5.2K
Sep-21,Hyundai,Xcent/Aura,2.9K,2.9K
Sep-21,Hyundai,Venue,7.9K,7.9K
Sep-21,Hyundai,Creta,8.2K,8.2K
Sep-21,Hyundai,Verna,879.0,879.0
Sep-21,Hyundai,ALCAZAR,1.9K,1.9K
Sep-21,Hyundai,Elantra,41.0,41.0
Sep-21,Hyundai,Tucson,139.0,139.0
Sep-21,Hyundai,KONA,1.0,1.0
Sep-21,Kia,SELTOS,9.6K,9.6K
Sep-21,Kia,SONET,4.5K,4.5K
Sep-21,Kia,CARNIVAL,404.0,404.0
Sep-21,Mahindra,KUV 100,42.0,42.0
Sep-21,Mahindra,XUV 700,1.4K,1.4K
Sep-21,Mahindra,Bolero,1.8K,1.8K
Sep-21,Mahindra,Thar,3.1K,3.1K
Sep-21,Mahindra,XUV 300,3.7K,3.7K
Sep-21,Mahindra,Marazzo,70.0,70.0
Sep-21,Mahindra,Alturas G4,51.0,51.0
Sep-21,Mahindra,Scorpio,2.6K,2.6K
Sep-21,Mahindra,XUV 500,160.0,160.0
Sep-21,Maruti,Alto,12.1K,12.1K
Sep-21,Maruti,Eeco,7.8K,7.8K
Sep-21,Maruti,S Presso,2.8K,2.8K
Sep-21,Maruti,Wagon R,7.6K,7.6K
Sep-21,Maruti,IGNIS,522.0,522.0
Sep-21,Maruti,Ertiga,11.3K,11.3K
Sep-21,Maruti,XL6,3.7K,3.7K
Sep-21,Maruti,Vitara Brezza,1.9K,1.9K
Sep-21,Maruti,Swift,2.5K,2.5K
Sep-21,Maruti,Baleno,8.1K,8.1K
Sep-21,Maruti,DZIRE,2.1K,2.1K
Sep-21,Maruti,S-Cross,1.5K,1.5K
Sep-21,Maruti,Ciaz,981.0,981.0
Sep-21,Morris Garage,Hector,2.7K,2.7K
Sep-21,Morris Garage,Gloster,292.0,292.0
Sep-21,Morris Garage,ZS EV,227.0,227.0
Sep-21,Nissan,Redi-GO,78.0,78.0
Sep-21,Nissan,GO,8.0,8.0
Sep-21,Nissan,GO+,29.0,29.0
Sep-21,Nissan,MAGNITE,2.3K,2.3K
Sep-21,Nissan,KICKS,371.0,371.0
Sep-21,Renault,KWID,2.7K,2.7K
Sep-21,Renault,KIGER,2.3K,2.3K
Sep-21,Renault,TRIBER,2.0K,2.0K
Sep-21,Renault,Duster,275.0,275.0
Sep-21,Skoda,Octavia,186.0,186.0
Sep-21,Skoda,Rapid,473.0,473.0
Sep-21,Skoda,KUSHAQ,2.2K,2.2K
Sep-21,Skoda,SUPERB,210.0,210.0
Sep-21,Tata,Tiago,5.1K,5.1K
Sep-21,Tata,ALTROZ,5.8K,5.8K
Sep-21,Tata,TIGOR,1.3K,1.3K
Sep-21,Tata,NEXON,9.2K,9.2K
Sep-21,Tata,SAFARI,1.5K,1.5K
Sep-21,Tata,HARRIER,2.8K,2.8K
Sep-21,Toyota,Innova + Hycross,4.7K,4.7K
Sep-21,Toyota,URBAN CRUISER,816.0,816.0
Sep-21,Toyota,GLANZA,1.8K,1.8K
Sep-21,Toyota,Fortuner,1.9K,1.9K
Sep-21,Toyota,Camry,59.0,59.0
Sep-21,Toyota,VELLFIRE,52.0,52.0
Sep-21,Volkswagen,Polo,799.0,799.0
Sep-21,Volkswagen,Vento,161.0,161.0
Sep-21,Volkswagen,TAIGUN,1.5K,1.5K
Sep-21,Volkswagen,T-ROC,142.0,142.0
Sep-21,Grand Total,Grand Total,1.9L,1.9L
