date,company,model,monthly_sales,total_sales
Oct-23,Citroen,C3,222.0,222.0
Oct-23,Citroen,Ë C3,179.0,179.0
Oct-23,Citroen,C3 Aircross,224.0,224.0
Oct-23,Citroen,C5 Aircross,5.0,5.0
Oct-23,Fiat,COMPASS,398.0,398.0
Oct-23,Fiat,Meridian,109.0,109.0
Oct-23,Honda,Amaze,2.9K,2.9K
Oct-23,Honda,City,1.6K,1.6K
Oct-23,Honda,ELEVATE,5.0K,5.0K
Oct-23,Hyundai,Grand i10,6.6K,6.6K
Oct-23,Hyundai,i20 Elite,7.2K,7.2K
Oct-23,Hyundai,Xcent/Aura,4.1K,4.1K
Oct-23,Hyundai,EXTER,8.1K,8.1K
Oct-23,Hyundai,Venue,11.6K,11.6K
Oct-23,Hyundai,Creta,13.1K,13.1K
Oct-23,Hyundai,Verna,2.3K,2.3K
Oct-23,Hyundai,ALCAZAR,1.8K,1.8K
Oct-23,Hyundai,Tucson,202.0,202.0
Oct-23,Hyundai,KONA,44.0,44.0
Oct-23,Hyundai,IONIQ 5,117.0,117.0
Oct-23,Kia,SELTOS,12.4K,12.4K
Oct-23,Kia,SONET,6.5K,6.5K
Oct-23,Kia,CARENS,5.4K,5.4K
Oct-23,Kia,EV6,141.0,141.0
Oct-23,Mahindra,XUV 700,9.3K,9.3K
Oct-23,Mahindra,Bolero,9.6K,9.6K
Oct-23,Mahindra,Thar,5.6K,5.6K
Oct-23,Mahindra,XUV 300,4.9K,4.9K
Oct-23,Mahindra,XUV 400,639.0,639.0
Oct-23,Mahindra,Marazzo,89.0,89.0
Oct-23,Mahindra,Scorpio,13.6K,13.6K
Oct-23,Maruti,Alto,11.2K,11.2K
Oct-23,Maruti,Eeco,13.0K,13.0K
Oct-23,Maruti,S Presso,3.4K,3.4K
Oct-23,Maruti,Wagon R,22.1K,22.1K
Oct-23,Maruti,IGNIS,2.4K,2.4K
Oct-23,Maruti,Ertiga,14.2K,14.2K
Oct-23,Maruti,XL6,4.4K,4.4K
Oct-23,Maruti,CELERIO,4.3K,4.3K
Oct-23,Maruti,Vitara Brezza,16.1K,16.1K
Oct-23,Maruti,Swift,20.6K,20.6K
Oct-23,Maruti,Baleno,16.6K,16.6K
Oct-23,Maruti,FRONX,11.4K,11.4K
Oct-23,Maruti,JIMNY,1.9K,1.9K
Oct-23,Maruti,INVICTO,478.0,478.0
Oct-23,Maruti,DZIRE,14.7K,14.7K
Oct-23,Maruti,Ciaz,695.0,695.0
Oct-23,Maruti,Grand Vitara,10.8K,10.8K
Oct-23,Morris Garage,Hector,2.7K,2.7K
Oct-23,Morris Garage,Gloster,247.0,247.0
Oct-23,Morris Garage,Astor,890.0,890.0
Oct-23,Morris Garage,COMET,1.0K,1.0K
Oct-23,Morris Garage,ZS EV,232.0,232.0
Oct-23,Nissan,MAGNITE,2.6K,2.6K
Oct-23,Renault,KWID,869.0,869.0
Oct-23,Renault,KIGER,912.0,912.0
Oct-23,Renault,TRIBER,2.1K,2.1K
Oct-23,Skoda,KUSHAQ,2.4K,2.4K
Oct-23,Skoda,SLAVIA,1.9K,1.9K
Oct-23,Skoda,KODIAQ,176.0,176.0
Oct-23,Tata,Tiago,5.4K,5.4K
Oct-23,Tata,PUNCH,15.3K,15.3K
Oct-23,Tata,ALTROZ,6.0K,6.0K
Oct-23,Tata,TIGOR,1.6K,1.6K
Oct-23,Tata,NEXON,16.9K,16.9K
Oct-23,Tata,SAFARI,1.3K,1.3K
Oct-23,Tata,HARRIER,1.9K,1.9K
Oct-23,Toyota,Innova + Hycross,8.2K,8.2K
Oct-23,Toyota,GLANZA,4.7K,4.7K
Oct-23,Toyota,Fortuner,2.5K,2.5K
Oct-23,Toyota,Camry,197.0,197.0
Oct-23,Toyota,RUMION,792.0,792.0
Oct-23,Toyota,HYRYDER,4.0K,4.0K
Oct-23,Toyota,HILUX,181.0,181.0
Oct-23,Toyota,VELLFIRE,3.0,3.0
Oct-23,Volkswagen,VIRTUS,1.8K,1.8K
Oct-23,Volkswagen,TAIGUN,2.2K,2.2K
Oct-23,Volkswagen,TIGUAN,98.0,98.0
Oct-23,Grand Total,Grand Total,3.9L,3.9L
